Name	Set	ImageFile	Subtitle	Cost	Requires	Provides	Fighting	Power	Body	Text	Flavor	Comments	Artist	Type	Category	Edition	NoMax	Designators
Old Hermit (377)	standard	old_hermit_standard	Wily Sorcerer	3	{dra}	{dra}{chi}{mag}	2	0	0	Turn Old Hermit and pay 1 Power to unturn any non-character card.			Melissa Benson	Character	Dragons	Uncommon	N	 old hermit wily sorcerer 
Oscar Balbuena (378)	standard	oscar_balbuena_standard	Karate Cop	5	{dra}{dra}{dra}	{dra}	7	0	0	Unique.  Oscar Balbuena unturns whenever an attack is declared against you.			John T. Snyder	Character	Dragons	Rare	N	 oscar balbuena karate cop 
The Prof (379)	netherworld	the_prof_nw	Mastermind	3	{dra}{dra}	{dra}{dra}{tek}	1	0	0	Unique.  Turn to unturn target character.  The Prof is not affected by Event cards that affect cards in play.	The leader of the Dragons is trapped in the Netherworld.		Kaja Foglio	Character	Dragons	Rare	N	 prof the mastermind 
Redeemed Assassin (380)	standard	redeemed_assassin_standard	Heroic Killer	5	{dra}{dra}{dra}	{dra}	8	0	0	You can play Redeemed Assassin during an opponent's turn.  Redeemed Assassin has Toughness: 1 for the duration of the turn in which he enters play.			Dennis Detwiller	Character	Dragons	Rare	N	 redeemed assassin heroic killer 
Redeemed Gunman (381)	flashpoint	redeemed_gunman_fp	Reforming Hood	1		{dra}	1	0	0	Cannot intercept. Gains +2 fighting until end of turn if he turns to attack a turned site.	He's trying --- he's trying so hard --- to be one of the good guys.		Melissa Benson	Character	Dragons	Common	N	 redeemed gun man reforming hood 
Righteous One (382)	standard	righteous_one_standard	Loyal Defender	2	{dra}	{dra}	1	0	0	Any character intercepted by Righteous One while Righteous One is unturned is smoked.		Clarification: "... after inflicting damage." goes at the end.	Daniel Gelon	Character	Dragons	Common	N	 righteou righteous one loyal defender 
Ring Fighter (383)	standard	ring_fighter_standard	Martial Artist	3		{dra}	3	0	0		She got tired of fighting for money and decided to use her fists to make a difference in the world.		Richard Kane Ferguson	Character	Dragons	Very Common	N	 ring fighter martial artist 
Scrappy Kid (384)	flashpoint	scrappy_kid_fp	Martial Arts Prodigy	1	{dra}	{dra}	1	0	0	Independent. Never inflicts more than 1 point of damage.  Cannot be intercepted.			Mark Tedin	Character	Dragons	Uncommon	N	 scrappy kid martial art arts prodigy 
Serena Ku (385)	netherworld	serena_ku_nw	Vengeful Hero	3	{dra}{dra}	{dra}	4	0	0	Unique.  Select a designator when Serena Ku is brought into play.  She has Toughness: 2 and Ambush in combat with characters with that designator.			Christopher Rush	Character	Dragons	Rare	N	 serena ku vengeful hero 
Shamanistic Lieutenant (386)	standard	shamanistic_lieutenant_standard	Magic Cop	3	{dra}{dra}{dra}	{dra}{mag}	4	0	0	Any Demon or Abomination in combat with Shamanistic Lieutenant is toasted before it inflicts its damage.			L. A. Williams	Character	Dragons	Rare	N	 shamanistic lieutenant magic cop 
Silver Band (387)	standard	silver_band_standard	Legion of Supporters	3	{dra}{dra}{dra}	{dra}	5	0	0		Separately, they're pretty good. Together, they're a whirlwind.		April Lee	Character	Dragons	Uncommon	N	 silver band legion supporter supporters 
Silver Fist (388)	standard	silver_fist_standard	Cosmopolitan Hero	4	{dra}{dra}{dra}	{dra}	6	0	0	Independent.	"She pretended to be in it for the style, but deep down she cared as much as anybody."		Kaja Foglio	Character	Dragons	Rare	N	 silver fist cosmopolitan hero 
Silver Jet (389)	flashpoint	silver_jet_fp	Secret Warrior	5	{dra}{dra}	{dra}{mon}	8	0	0	Unique.  Any time during any turn in which an Ice character you control is smoked by an opponent, you may play Silver Jet at -X cost. X = cost of that Ice character.			Melissa Benson	Character	Dragons	Rare	N	 silver jet secret warrior 
Stunt Man (390)	flashpoint	stunt_man_fp	Gutsy Hombre	3		{dra}	3	0	0	Guts. If an opponent plays an Event during your turn, Stunt Man gains Independent until he leaves play.			Randy Gallegos	Character	Dragons	Common	N	 stunt man gutsy hombre 
Ting Ting (391)	netherworld	ting_ting_nw	Martial Artist	4	{dra}{dra}	{dra}{dra}{chi}	6	0	0	Unique.  Independent.  Increase Ting Ting's Fighting by 2 for each opponent who controls more Power-generating sites than you. Opponents cannot take control of Ting Ting.			Brian Snoddy	Character	Dragons	Rare	N	 ting martial artist 
Zheng Yi Quan (392)	standard	zheng_yi_quan_standard	Kung Fu Master	6	{dra}{dra}{dra}{dra}	{dra}{chi}	11	0	0	Unique.	"Kar Fai raised me like a son. He taught me to fight not for him, but for all humankind."		Melissa Benson	Character	Dragons	Rare	N	 zheng yi quan kung fu master 
Guiyu Zui (393)	netherworld	guiyu_zui_nw	Netherworld Demon Site	3	{lot}{lot}	{lot}	0	1	9	Unique.  Turn to look at the top three cards in your deck.  Discard as many of the three as you choose. Shuffle any remaining cards and place them atop your deck.	The entranceway from the Netherworld to the Underworld is itself a gigantic demon.		Jesper Myrfors	Site	Eaters of the Lotus	Rare	N	 guiyu zui netherworld demon 
Infernal Temple (394)	standard	infernal_temple_standard	Site	2		{lot}	0	1	5	Infernal Temple provides one {mag} resource for each Demon you control.	Long through the night, the unearthly cries of tormented spirits echoed through the countryside.		Anthony Waters	Site	Eaters of the Lotus	Common	N	 infernal temple 
Registry of the Damned (395)	flashpoint	registry_of_the_damned_fp	Site	1	{lot}{lot}{mag}		0	0	4	Limited. Place a counter on this site when an opponent plays a 0-cost Event. During your turn, you may turn Registry of the Damned and remove a number of counters equal to the cost of a character in Registry of the Damned's owner's smoked pile to put that character into play in your control. Character gains the designator "Ghost."			Rob Alexander	Site	Eaters of the Lotus	Uncommon	N	 registry damned 
Chains of Bone (396)	standard	chains_of_bone_standard	Edge	2	{lot}		0	0	0	{asc} cards do not unturn during their controller's establishing shot.			Ron Spencer	Edge	Eaters of the Lotus	Uncommon	N	 chain chains bone 
Feast of Souls (397)	standard	feast_of_souls_standard	Edge	4	{lot}		0	0	0	Gain 1 Power whenever a character you control is smoked.  If this card leaves play, the player to your left gains all the Power in your pool.			Susan Van Camp	Edge	Eaters of the Lotus	Rare	N	 feast soul souls 
Flood on the Mountain (398)	standard	flood_on_the_mountain_standard	Edge	2	{lot}		0	0	0	{dra} characters suffer 1 point of damage at the start of each of your turns.			Heather Bruton	Edge	Eaters of the Lotus	Uncommon	N	 flood mountain 
Imperial Boon (399)	standard	imperial_boon_standard	Edge	4	{lot}		0	0	0	Limited.  You may turn any Eunuch you control for 1 Power.  If you control Gao Zhang, you may turn him for 2 Power.  All Eunuchs you control are smoked if Imperial Boon leaves play.			Heather Hudson	Edge	Eaters of the Lotus	Rare	N	 imperial boon 
Underworld Presence (400)	flashpoint	underworld_presence_fp	Edge	1	{lot}		0	0	0	No character may turn to heal itself.	Sometimes the dead get tired of waiting.		Susan Stejskal	Edge	Eaters of the Lotus	Uncommon	N	 underworld presence 
Banish (401)	standard	banish_standard	Event	2	{lot}		0	0	0	All {dra} characters in play return to their owners' hands.	"Begone, gnats! Your impudence annoys us!"		Heather Bruton	Event	Eaters of the Lotus	Rare	N	 banish 
Cyclone of Knives (402)	flashpoint	cyclone_of_knives_fp	Event	0	{lot}		0	0	0	You may look through your deck and toast up to five cards of your choice. Reshuffle your deck afterwards.	The eunuchs do not hesitate to cut away that which they do not need.		Drew Tucker	Event	Eaters of the Lotus	Uncommon	N	 cyclone kniv knive knives 
Dance of the Centipede (403)	standard	dance_of_the_centipede_standard	Event	1	{lot}		0	0	0	Cancel and turn target card.	The Centipede Dance, with its many thirsty blades, stopped even the bravest champions in their tracks.		Richard Thomas	Event	Eaters of the Lotus	Common	N	 dance centipede 
Glimpse of the Abyss (404)	flashpoint	glimpse_of_the_abyss_fp	Event	0	{lot}{lot}{lot}		0	0	0	Toast It. You gain X Power. X = the number of feng shui sites controlled by target opponent plus the number of cards in his or her burned-for-victory pile. The number of feng shui sites you need for victory is increased by one.			Randy Gallegos	Event	Eaters of the Lotus	Uncommon	N	 glimpse abys abyss 
Inauspicious Reburial (405)	standard	inauspicious_reburial_standard	Event	1	{lot}		0	0	0	You may toast a number of characters of your choice in an opponent's smoked pile up to the number of {lot} resources in your pool.			Ron Spencer	Event	Eaters of the Lotus	Common	N	 inauspiciou inauspicious reburial 
Infernal Plague (406)	standard	infernal_plague_standard	Event	1	{lot}		0	0	0	All characters positioned at target location suffer 1 point of damage.	"Shudder, mewling fools, at the incalculable wrath of the Infernal Plague!"		Daniel Gelon	Event	Eaters of the Lotus	Uncommon	N	 infernal plague 
Necromantic Conspiracy (407)	netherworld	necromantic_conspiracy_nw	Event	2	{lot}		0	0	0	Search target opponent's deck.  Remove up to four cards that have the same title and that also have a resource condition.  You may only play Necromantic Conspiracy once per game.  Reshuffle.			Anthony Waters	Event	Eaters of the Lotus	Common	N	 necromantic conspiracy 
Shifting Loyalties (408)	standard	shifting_loyalties_standard	Event	2	{lot}{lot}		0	0	0	You become the controller of all Mercenary and all Pledged characters in play.  They come to your side unturned.	Sorcerous influence can override any noble impulses.		Phil Foglio	Event	Eaters of the Lotus	Rare	N	 shifting loyalty loyalt loyalties 
Tortured Memories (409)	standard	tortured_memories_standard	Event	2	{lot}		0	0	0	Take control of target character until the end of the turn.  Character comes to your side unturned.	"I saw Keung's head rise before me. Then he told me to blow up the MacMillan Building."		Susan Alexander	Event	Eaters of the Lotus	Common	N	 tortured memory memor memories 
Deathtrap (410)	standard	deathtrap_standard	State	1	{lot}		0	0	0	Play on any site.  Characters that attack subject site suffer 1 point of damage before they damage subject site, but after combat with intercepting characters is resolved.			Richard Thomas	State	Eaters of the Lotus	Common	N	 deathtrap 
The Demon Within (411)	standard	the_demon_within_standard	State	2	{lot}{mag}		0	0	0	Play on any character.  Subject character's Fighting score is increased by 2.  Character is now a Demon.  If this card is played on a character that is already a Demon, that character is smoked.			Heather Hudson	State	Eaters of the Lotus	Common	N	 demon within the 
Flying Guillotine (412)	standard	flying_guillotine_standard	State	0	{lot}		0	0	0	Weapon.  If subject character smokes a character in combat, you may inflict 2 points of damage on any other character at its location.			Dennis Detwiller	State	Eaters of the Lotus	Rare	N	 flying guillotine 
Inexorable Corruption (413)	standard	inexorable_corruption_standard	State	0	{lot}		0	0	0	Play on any character or site.  Subject character or site takes 1 point of damage at the beginning of each of your turns.  Damage counters on subject card cannot be removed by any means.			Daniel Gelon	State	Eaters of the Lotus	Common	N	 inexorable corruption 
Poison Needles (414)	standard	poison_needles_standard	State	2	{lot}{lot}		0	0	0	Play on any card.  Subject's controller must pay 1 Power at the end of each of his or her turns or subject is smoked.			Melissa Benson	State	Eaters of the Lotus	Uncommon	N	 poison needl needle needles 
Sphere of Defilement (415)	standard	sphere_of_defilement_standard	State	2	{lot}		0	0	0	Play on any site.  Whenever subject site is turned, it and all other sites on its controlling player's side suffer 1 point of damage.			Rob Alexander	State	Eaters of the Lotus	Uncommon	N	 sphere defilement 
Sword of Biting (416)	standard	sword_of_biting_standard	State	1	{lot}		0	0	0	Weapon.  If subject character is smoked in combat, Sword of Biting inflicts 4 damage on each character subject was in combat with.  Sword of Biting then goes to the smoked pile.			Anson Maddocks	State	Eaters of the Lotus	Common	N	 sword  biting 
Theft of Fortune (417)	standard	theft_of_fortune_standard	State	1	{lot}		0	0	0	Play on any Edge.  At the beginning of each of your turns, you may inflict 1 point of damage on any card that subject Edge's controller also controls.			Dennis Detwiller	State	Eaters of the Lotus	Rare	N	 theft fortune 
Vampiric Touch (418)	standard	vampiric_touch_standard	State	2	{lot}{lot}		0	0	0	Play on any character.  Place a counter on Vampiric Touch whenever a character is smoked. Subject character gains +1 Fighting for each counter on Vampiric Touch.  Subject character is smoked at the end of a turn if no characters were smoked during that turn.			Heather Hudson	State	Eaters of the Lotus	Uncommon	N	 vampiric touch 
Veiling of the Light (419)	standard	veiling_of_the_light_standard	State	2	{lot}{mag}		0	0	0	Play on any feng shui site.  Subject site does not count towards a player's feng shui site total for victory purposes.			Rob Alexander	State	Eaters of the Lotus	Uncommon	N	 veiling light 
Abysmal Absorber (420)	netherworld	abysmal_absorber_nw	Netherworld Demon	3	{lot}{mag}	{lot}	3	0	0	When Abysmal Absorber smokes a character in combat, toast the character instead and increase Abysmal Absorber's Fighting by 1.		Ruling: If two Abysmal Absorbers toast a character simultaneously, both of them gain +1 Fighting.	Bryon Wackwitz	Character	Eaters of the Lotus	Common	N	 abysmal absorber netherworld demon 
Abysmal Daughter (421)	standard	abysmal_daughter_standard	Vampiric Demon	4	{lot}{lot}{mag}	{lot}	1	0	0	Unique.  Place one damage counter on a site of your choice whenever a character is smoked.			Kaja Foglio	Character	Eaters of the Lotus	Rare	N	 abysmal daughter vampiric demon 
Abysmal Deceiver (422)	netherworld	abysmal_deceiver_nw	Infiltrator	2	{lot}	{lot}	2	0	0	Unique.  Turn to toast a character you own that is controlled by an opponent.  You gain Power equal to the character's cost plus 1.			Ron Rousselle	Character	Eaters of the Lotus	Common	N	 abysmal deceiver infiltrator 
Abysmal Horror (423)	standard	abysmal_horror_standard	Demon	3	{lot}{mag}	{lot}	4	0	0	Regenerates.	Gao Zhang decrees, "We shall corrupt the very elements, make them homes for the spirits of destruction!"		Rob Alexander	Character	Eaters of the Lotus	Common	N	 abysmal horror demon 
Abysmal Prince (424)	netherworld	abysmal_prince_nw	Demon Bureaucrat Mastermind	3	{lot}{lot}{mag}	{lot}	4	0	0	Turn and maintain to target an Edge.  Target Edge can be affected by any effect that damages characters but cannot be attacked by characters and has no location.  Target edge is smoked if it sustains 2 points of damage.		Ruling: If an Abysmal Prince turns to make an Edge a target for damage, that Edge can be healed by Events that do not target a specific type of card. For example, Events that specify a target character must be used on a character.	Bryon Wackwitz	Character	Eaters of the Lotus	Common	N	 abysmal prince demon bureaucrat mastermind 
